Área,metros_cubiertos,ambientes,pisos,pileta,lat,lon,edad,tipo_depto,tipo_ph,precio
76.26462750332597,804.9058171391243,7,1.0,0,40.693569677970885,-74.01846887140226,5.620991206288163,True,False,141293.30166844098
65.76451635320726,704.6882207846943,5,1.0,0,40.794106414042325,-73.99962506992944,12.342881893046698,True,False,204764.7245010825
184.61382498419175,139.70573753920183,7,3.0,1,-34.75999912135678,-58.2191379639144,4.769852044373519,False,False,37368.11507466176
63.615553499611046,667.5356997412675,8,1.0,0,40.73069213370704,-73.94355749652627,8.967497725079253,True,False,183765.79821581568
69.58564780016981,66.60795010257206,8,1.0,0,-34.783192142348334,-58.200991767805945,5.7258015498463,True,False,12469.2995548253
223.22453658360075,162.62984348272215,10,3.0,0,-34.820013520562576,-58.28615986651571,76.06024887533833,False,False,30012.583535590744
73.40821425364932,759.7689882102754,7,1.0,0,40.70177937241696,-73.93931097248898,12.959084801520255,True,False,122288.5707507032
242.79585898778697,106.8507038243336,4,1.0,0,-34.84951063058608,-58.28165830317623,65.42666879170197,False,False,20560.783363618382
68.42105577631331,66.4897535364782,8,1.0,0,-34.78094730220207,-58.21029325642063,14.27018236067552,True,False,12951.692748701496
80.08418878778706,78.11082292298993,5,1.0,0,-34.8157520543822,-58.280404593530434,10.696218031579646,True,False,81.0355076820643
243.05482969927849,161.75703592486948,7,3.0,0,-34.699545265157816,-58.24327056411093,40.03814824553815,False,False,38978.65865871057
202.21142029998043,89.75153779445445,6,2.0,0,-34.81387130375977,-58.286398618016456,38.03798866139202,False,False,20365.628459125423
291.18449404384154,224.35243485412343,10,3.0,0,-34.80719171292882,-58.286856485386195,41.13485134324108,False,False,29315.927718336196
232.83210182620104,159.9704253947621,10,3.0,0,-34.84207968359177,-58.29522793879415,55.97139468543057,False,False,23823.549550563155
145.537327462496,126.2154877596198,9,1.0,0,-34.73193271697098,-58.29347775634159,48.06435964961547,False,True,174.17592014804993
74.72601041065283,795.5283244403308,6,1.0,0,40.683328296386115,-74.05024955374363,4.020128866518532,True,False,106742.47417695665
62.11184068249059,667.331091910561,2,1.0,0,40.78578452922976,-73.98982354092976,4.492317737334053,True,False,251552.99324877383
76.30208776504385,75.10202334357216,4,1.0,0,-34.707280472462365,-58.26744105972771,5.000616544297884,True,False,9478.61168342188
80.06330861954537,77.04767778274133,5,1.0,0,-34.803181832222776,-58.271533240041535,22.8922546413034,True,False,54.543028447939534
235.08306527241015,123.28100736963398,5,2.0,0,-34.803748776296246,-58.239325046581484,22.547329397721235,False,False,6261.153678339122
250.13061807489743,154.91252854880665,9,3.0,0,-34.84109976823584,-58.30166003374179,60.70759923040321,False,False,14742.910244175257
68.94781442599549,706.5111490004676,3,1.0,0,40.6907359070683,-73.98742103338003,13.041713560648864,True,False,142969.8012228373
231.852744117571,181.79002659412575,10,3.0,0,-34.74520048731116,-58.22571833169478,18.309144460171897,False,False,8464.287087106284
69.477599904949,725.313427250837,4,1.0,0,40.81007019482655,-73.97971229287069,4.242386346694585,True,False,281982.629293692
201.2826007375636,116.61703138853944,5,2.0,1,-34.80674215110268,-58.22454068382957,20.29236405748625,False,False,12746.909145852918
63.06423707500368,673.8044318408985,6,1.0,0,40.73094734944407,-73.93989146878258,13.450661506417552,True,False,148477.58855073535
68.7055970424614,735.6704349705478,8,1.0,0,40.74123571534248,-73.90738409437724,3.5933362436947585,True,False,119690.23701019296
246.4932501846171,101.77059533537351,5,2.0,1,-34.823352420414714,-58.26333770135109,33.55108152927493,False,False,36110.0348207065
223.8114925252516,160.14787568487813,10,3.0,0,-34.80924178758966,-58.25219837831373,22.8922546413034,False,False,2722.435582105194
216.87703530775212,164.13764649201724,10,3.0,0,-34.76758317498818,-58.25881326954315,50.666911182791615,False,False,29428.39145928343
62.647972071249285,650.5845008534696,5,1.0,0,40.795678730193266,-74.0221652017607,11.084204665851328,True,False,298777.25158614974
230.8901930261331,153.25989138289293,10,3.0,0,-34.697392653247476,-58.24700858117883,48.9616164829342,False,False,40969.05337120799
130.24233600958868,91.4190775066294,8,1.0,1,-34.78211889758939,-58.27802339612811,58.513242471848635,False,True,163.41516822337243
69.66133687800144,746.6811572308865,5,1.0,0,40.751927732823624,-73.94044118403515,11.670621295592277,True,False,169592.65973026544
82.75747404408831,876.9725959518657,8,1.0,0,40.812901052904074,-74.05167467595747,7.070681194378722,True,False,176405.50007132636
240.043825825256,137.32085869634523,8,3.0,1,-34.71777189192546,-58.27569837990298,55.05486218450184,False,False,44260.09516244544
206.97111202570323,145.88325511882329,10,3.0,0,-34.81054071960546,-58.2866234501491,22.8922546413034,False,False,20582.59529303269
66.46508658855058,680.7100710871662,7,1.0,0,40.73574141642045,-73.99041735661395,7.320943147672219,True,False,176382.11590734086
154.47425603848438,79.90389940626423,5,2.0,0,-34.735436998667254,-58.26567560841897,1.0,False,False,13032.75907437604
57.21802687196877,595.1236022023779,4,1.0,0,40.803752361971526,-74.0060868901355,6.1396207427674945,True,False,273856.3415345481
64.86773569470856,665.9241198743581,2,1.0,0,40.78675763439922,-74.00841196246456,2.8200973732587777,True,False,266527.3347208458
257.0625124145921,189.19156000626415,10,3.0,0,-34.80638291166362,-58.19021224255321,34.29176182312617,False,False,32431.215605351543
214.7907363894083,155.0455504640703,10,3.0,0,-34.817643134805884,-58.24660477857121,26.50837653351705,False,False,12057.83283206792
234.72430152719377,109.1763801362844,4,1.0,0,-34.79793184706139,-58.280685836619526,40.541080813779026,False,False,27105.19603371846
65.42161934416099,63.435914994044225,10,1.0,0,-34.70781273518955,-58.25560406043742,7.033040205780292,True,False,4221.130807819273
220.0695910450691,164.96399041398556,10,3.0,0,-34.79851003663578,-58.24137173818761,23.276102985916584,False,False,8289.621075820745
232.43513150008047,142.7186377115384,10,3.0,0,-34.81437234646059,-58.32165081256383,52.11864188649177,False,False,16588.335475410135
224.0552531698208,150.78507424228445,8,3.0,1,-34.80082174281545,-58.267947823413856,38.54295100300403,False,False,31744.464815616855
63.72903725907425,680.9858379993027,2,1.0,0,40.78315204164392,-73.960765354443,2.4978776564447265,True,False,134375.34195890246
217.99297245104796,165.51303426148914,10,3.0,1,-34.80824337650172,-58.28975592951125,54.41544169676434,False,False,30791.98246194773
154.11737779871234,1514.8596908135055,10,1.0,0,40.75742255362222,-73.91399428260002,54.8711941924725,False,True,398279.2585648703
135.80221535616855,1278.1283763677295,10,1.0,0,40.8068698158546,-74.01914378799542,22.8922546413034,False,True,600203.8513876746
71.26637524249719,736.1690051331835,3,1.0,0,40.81572273946908,-73.99467776545156,22.8922546413034,True,False,264231.2347225695
139.71424250985262,111.78381440389911,6,1.0,0,-34.76225154424309,-58.21907095487104,56.18643771819219,False,True,9894.010129660515
124.4474841161029,96.5850442018923,6,1.0,0,-34.69879985350039,-58.22879469741297,8.342964274617188,False,True,131.1385950777887
221.2759381293876,153.17306999409087,10,3.0,0,-34.727602206206335,-58.20720105047375,27.93984399852539,False,False,14904.76999615695
64.92857250897949,688.8936429393389,6,1.0,0,40.78032856527621,-73.98428544077282,9.22435045927704,True,False,221165.48326511815
59.380325411960904,59.26625275184232,6,1.0,0,-34.772514374146745,-58.203953624111605,4.367168593677517,True,False,10446.27510313828
59.02866170250447,618.82222691114,3,1.0,0,40.81523943929548,-73.97018050396673,22.8922546413034,True,False,191420.541318144
65.37457300322315,694.0873700147622,8,1.0,0,40.693620634000766,-74.02038820139695,9.499147494896416,True,False,141607.9376458148
74.91553403798052,785.150494524104,7,1.0,0,40.819042962169426,-73.96973864276353,9.568013125796154,True,False,196888.70646905844
201.4990995997005,160.85918099362567,10,3.0,1,-34.777686092879826,-58.25199457209699,19.19065384220868,False,False,5180.896745994648
56.798957806384195,598.3001327684489,5,1.0,0,40.798044371098506,-73.99429183467547,13.105227594458484,True,False,186869.32092312136
78.30325710626249,74.85792455878484,6,1.0,0,-34.80971575888288,-58.27630410676437,12.39695602341353,True,False,98.87857591955368
266.684473147048,158.44158008599734,10,3.0,0,-34.7309776657613,-58.26395099699273,61.09071526718832,False,False,42661.05423845635
64.94051697375846,694.7619510802718,4,1.0,0,40.70761514001928,-74.00313928414585,13.234701342992338,True,False,178410.85051655164
69.87254917048112,716.6001909994303,2,1.0,0,40.69795458663505,-73.9977926368504,6.703710338965596,True,False,247944.08598958715
119.98238473927654,111.43865322979498,7,1.0,0,-34.694537876359924,-58.23799990810755,14.656887769903896,False,True,90.16127919448682
235.1477221227386,152.98370827118356,10,3.0,1,-34.8373150203321,-58.24809894290903,28.590619640235623,False,False,16742.83530360694
250.44716554409575,158.06993704954644,6,2.0,0,-34.70587900497226,-58.281084785548494,41.490191876535455,False,False,57330.61529410828
250.840314675546,100.96397627075956,6,2.0,1,-34.792728841971716,-58.17230848342319,38.36954346361302,False,False,24620.459672490044
66.52106580363517,63.59587703316731,4,1.0,0,-34.81417730266798,-58.27566284109539,14.990948993921688,True,False,63.360327926451525
116.34274811804403,938.880612112122,7,2.0,0,40.72983361013679,-73.99107994061295,39.06415369273605,False,True,276218.4222612726
75.98345033918098,815.9225141513431,10,1.0,0,40.69806222201955,-74.00250797229445,6.940679683603994,True,False,227156.2137265555
106.80917480931345,922.1874678511382,3,2.0,0,40.68208903316979,-74.00084267951145,11.421471980640137,False,True,246617.85484404315
262.78129519442246,158.25128162084397,10,3.0,0,-34.79033681593319,-58.28410678204566,30.741661073407,False,False,27232.18706810213
240.1230058138829,147.34037161101853,10,3.0,0,-34.80248828072016,-58.16534955616096,22.8922546413034,False,False,226.57971363952257
229.88587295253075,180.6556160744048,10,3.0,1,-34.7898019991017,-58.27221514951347,56.1269682214986,False,False,29029.10700408242
226.0520492797409,177.09899058974526,10,3.0,0,-34.78066178372559,-58.28830493569354,37.88949343869342,False,False,21907.09774657144
251.3604879186572,183.04662350072255,10,3.0,0,-34.81457191846319,-58.301484191451536,77.76120482491652,False,False,25732.567908916957
179.43042651706008,74.13691062767337,4,1.0,0,-34.679490971453994,-58.262486373087775,20.0942266649041,False,False,729.6651434222157
61.61326576602867,645.5860484182118,6,1.0,0,40.80357849013209,-74.00430766069107,4.258362063471588,True,False,339235.499766727
215.28831354627093,114.40840229558928,6,2.0,0,-34.81258681587205,-58.28604852866235,31.461147654566535,False,False,35083.13321996209
228.72085376424897,98.53106527746596,5,2.0,0,-34.780306170977816,-58.18431159075746,40.73749608372692,False,False,50313.91040718052
111.76133805175536,83.81149506994976,4,2.0,0,-34.664389136901896,-58.2534995335117,41.55186854049719,False,True,93.28533269403437
225.593499080828,120.79355901820624,5,2.0,0,-34.68090612560232,-58.26108154981683,49.390049623796905,False,False,23588.10080806141
140.23616915467235,1183.9319808410055,10,1.0,0,40.75183349827583,-73.92332310319594,34.962472484053386,False,True,376015.7852827404
219.7387811180975,132.9567049353389,8,3.0,0,-34.69733682167082,-58.26159510764235,61.689591661461414,False,False,62620.84163201453
124.88314664961152,107.1846744896056,5,2.0,0,-34.71840373405625,-58.26399543456181,38.95884362653628,False,True,4120.583358390059
257.3097979139965,103.24991154995136,10,3.0,1,-34.80898584244257,-58.17381725145542,59.34858838308116,False,False,35221.52208505568
73.36759067712822,72.19854526587724,7,1.0,0,-34.80645576068843,-58.27030439650564,13.06098071995631,True,False,73.59967917680048
72.21174476961617,754.5929133808274,5,1.0,0,40.67103635474843,-73.99990690539435,3.8957195486325182,True,False,106776.72582775528
67.75171762111232,727.8710414060281,3,1.0,0,40.727213705341114,-73.99708436673869,3.828887083076522,True,False,207872.4768974096
262.3178646768063,122.34505141463843,9,3.0,0,-34.84262531592379,-58.27532654453169,28.785955875695524,False,False,20697.198613253982
69.07077212420931,740.7383185849424,3,1.0,0,40.844020607087245,-74.01261087302109,4.240652992714174,True,False,148396.3431295358
64.88055800863602,672.3409349122032,7,1.0,0,40.737784920518294,-73.97679343170287,5.989354026702835,True,False,194067.74990577193
71.69617444464005,763.6660348412985,6,1.0,0,40.70784399230563,-73.95414344431221,10.856799524581753,True,False,165123.29079162618
209.92831610966903,162.07224688881217,7,3.0,1,-34.81101436051685,-58.23111100271558,30.70986148995024,False,False,36039.78378056854
217.77616465990712,102.8924301929445,8,3.0,0,-34.84317575878815,-58.30058530685261,43.69620604979478,False,False,14151.453493746369
78.31337835982713,836.8953028226842,6,1.0,0,40.692635072959355,-74.05227030862041,8.59418392434566,True,False,132878.156259208
63.47718523866283,651.0812579711294,5,1.0,0,40.80293825054987,-74.0099996775734,1.1330868338534787,True,False,280014.3042016789
224.69292128534713,140.9309506063225,10,3.0,1,-34.722901068544466,-58.26346402732237,44.19542100192967,False,False,50116.74507518515
63.229697273021735,660.6164813991657,4,1.0,0,40.73915749186916,-74.02814665796568,9.72665571266987,True,False,117504.42821975442
64.49881218992506,683.0939431032664,4,1.0,0,40.78732156191221,-73.99554751081735,8.206153999014136,True,False,271911.9877351045
59.64661878327939,633.7363440781256,4,1.0,0,40.73516517524256,-73.9526468504519,13.478577439287587,True,False,271656.4685121038
211.9346995742139,133.69877378644784,10,3.0,1,-34.77699014662044,-58.194233756151704,40.35860705168235,False,False,65593.926789584
225.6614881925421,146.55230502512606,8,3.0,1,-34.78696174360897,-58.201363309555575,64.26195399958367,False,False,83933.33644338319
229.64406058107303,114.56768336353602,10,3.0,1,-34.68317189470126,-58.237133317846606,46.476002552118906,False,False,25443.145411929338
63.98464132872305,680.6674361770617,5,1.0,0,40.755874155800065,-73.95091162482929,4.772436759680101,True,False,185730.19002590937
77.54082257876459,805.9430316730693,6,1.0,0,40.70053073857218,-74.04443771669582,9.442623970193672,True,False,138411.41762683992
245.04550341407787,134.5576969952481,10,3.0,0,-34.70806483437206,-58.30594937285069,59.005585669765594,False,False,24899.676333642597
215.0170606328739,161.953913401482,10,3.0,1,-34.797632659367906,-58.191836490048786,24.096479038263556,False,False,23251.71987947766
65.82085559647507,64.55908487379605,10,1.0,0,-34.77848764184922,-58.21010686587389,14.321699640974575,True,False,18914.518936168308
78.61454005471364,77.99663520815871,4,1.0,0,-34.71096913620345,-58.26883535152035,10.469275699168772,True,False,3581.74537785795
73.96762757711943,783.6926297501877,7,1.0,0,40.706360352289884,-73.92889764882753,14.64102039462244,True,False,139658.0711069045
59.40124082739604,621.9818860170951,6,1.0,0,40.82157111590997,-73.99819770241149,8.807406665835934,True,False,163743.83660808904
80.06662803838458,851.8705434051952,4,1.0,0,40.69406979354649,-73.99071252556003,2.2285847807799457,True,False,195804.38555010228
69.43097269917968,712.4621117812026,5,1.0,0,40.67729743819256,-74.0071630881674,11.00834720884981,True,False,139867.51833785116
212.9160865473466,147.8328854672056,8,3.0,1,-34.78054895064145,-58.269014369707534,59.061761099849875,False,False,33766.15709053353
229.3991361723135,116.29876200683694,10,3.0,0,-34.672687433366946,-58.27015911370221,60.70261727167724,False,False,18722.607230346137
125.2648042625393,111.54344819645908,8,1.0,0,-34.808347405065135,-58.20468756494837,29.59391608513658,False,True,127.32886321746578
70.54216827779072,724.7704678506228,4,1.0,0,40.75188537796822,-73.91441849386032,8.22314609051958,True,False,97739.53626457948
64.08860630179196,657.1724105685466,8,1.0,0,40.81124393224014,-74.00083663870655,11.048190141564437,True,False,276489.0609750892
203.24473343297183,148.4481820385074,10,3.0,0,-34.72587808611797,-58.26344958979626,1.0,False,False,20449.828586537784
79.97917256163672,79.49991629677342,6,1.0,0,-34.81719745027901,-58.27752772508586,10.337519848820545,True,False,52.046059626210806
64.84514181767396,667.9171825158802,10,1.0,0,40.73260705490699,-73.94934018112096,5.671252468871697,True,False,217196.12191995428
58.357499548432,56.9724375900337,4,1.0,0,-34.779969507488445,-58.20707853337882,7.566349156050369,True,False,18057.27409570345
75.69618560670823,72.50872134988361,8,1.0,0,-34.709227692499134,-58.26832280716234,22.8922546413034,True,False,7650.853191367677
115.18300124074302,97.82300761069214,5,2.0,0,-34.753917841187636,-58.270217523425565,33.00758476164611,False,True,112.75343140175336
62.82478344854415,59.86145963398081,7,1.0,0,-34.77378283801998,-58.20225267726039,14.852188112226743,True,False,9135.610192590722
193.6237563181564,111.8032629754499,10,3.0,0,-34.79629993822606,-58.29464316014056,51.11151216282071,False,False,18015.863173110363
64.89040965378842,675.4905699091839,6,1.0,0,40.83331014744971,-73.98171980223633,8.577732101465545,True,False,150458.92365284637
229.3732437370707,94.8921305610574,10,3.0,1,-34.71187013252839,-58.23001703878976,62.20103848366474,False,False,27183.386751347603
229.50937255867257,113.173117324428,7,3.0,1,-34.698049468446335,-58.222142915303706,62.74506493283366,False,False,24536.913720865105
215.14077219873593,93.71443526827028,8,3.0,0,-34.80629121596343,-58.29543705979911,31.429999903558297,False,False,15771.326727788655
221.5179994079384,108.03113733189178,10,3.0,0,-34.844037111016,-58.279813794194766,26.97163992771103,False,False,12671.254612100216
225.38673808489148,139.9684043652637,10,3.0,1,-34.746077915893245,-58.249173379540125,56.284652291476114,False,False,33413.75477660488
70.56161571038298,68.00929734057138,7,1.0,0,-34.77323763795647,-58.203337765381235,11.818590141184949,True,False,14177.6783318094
79.78286932772366,78.44665256651086,6,1.0,0,-34.70764132787786,-58.263683316752775,13.600260985873472,True,False,9125.800587377002
75.5664200388023,74.67032858866467,5,1.0,0,-34.8081290182188,-58.274352267827815,1.4171966922141657,True,False,5184.494428045853
138.99968115746896,115.08325311045444,8,1.0,0,-34.81442411997913,-58.210672731905845,57.56347574053795,False,True,169.90109784052123
223.24510366344015,140.68915527599225,10,3.0,0,-34.81310472158262,-58.294328146636566,38.3392112724202,False,False,19497.020522128056
243.64419006008512,182.61094020999445,7,3.0,1,-34.78760704969623,-58.29764144851809,47.92130942214732,False,False,21171.651118224116
252.41998981304715,198.83043140385652,10,3.0,1,-34.70317937575752,-58.23395773642755,66.88569150469193,False,False,49341.934178236814
60.62161858892641,646.1087762046128,7,1.0,0,40.7733489926333,-73.96754817662601,22.8922546413034,True,False,199510.58182948423
240.9680005418774,149.82278985483728,10,3.0,0,-34.80415681265645,-58.243774797624,83.81571028421402,False,False,33202.308416644635
63.96512447586377,682.9061512203542,5,1.0,0,40.73490281276233,-73.95045075232926,13.187594483482314,True,False,205437.57136790335
223.6953611025787,138.60009320609885,7,3.0,0,-34.76941862354897,-58.2192380895267,24.682318633587588,False,False,37126.61143585943
69.30073046607922,721.8868431594105,6,1.0,0,40.7032195962934,-74.01475140818295,14.419580956364776,True,False,129403.66710676686
224.40897980086828,116.43582171102165,10,3.0,0,-34.70378178408175,-58.27504369929324,58.000057192914326,False,False,32965.6715003877
78.04647005159161,817.8899695593053,4,1.0,0,40.68021794613974,-74.05055051223788,7.855660590252341,True,False,107451.1582134292
82.90489212552951,80.98933762976087,6,1.0,0,-34.811413912231416,-58.27343619877884,8.984653966817472,True,False,346.5863109161956
74.59655504670434,74.47446311258236,10,1.0,0,-34.70832703933943,-58.271808656979346,6.7582959756843355,True,False,4656.906302975107
197.06826463310097,86.08720251923386,10,3.0,1,-34.80071771711768,-58.28393550387221,51.67909989756267,False,False,29098.30796733826
62.82648250622115,667.4542989699206,5,1.0,0,40.75246986660661,-73.98400809436853,3.987082952461597,True,False,168824.99839972693
221.5336577970363,171.1101971196881,10,3.0,0,-34.79369291255885,-58.29109145236961,23.161932087619324,False,False,218.40101409558304
61.987453606325225,640.188184794222,5,1.0,0,40.730913204582954,-73.95715876246571,8.935729638696534,True,False,196088.58280115743
200.41317227480351,117.15717245764417,10,3.0,0,-34.81020514068762,-58.28465155758827,19.02951773589614,False,False,3187.787803366078
213.33536717603604,137.8296105094146,4,1.0,1,-34.809755279162715,-58.20828264933865,31.604934367973215,False,False,37929.814118957496
201.51180317810943,139.7133451466987,10,3.0,1,-34.79282924590045,-58.22857451960436,25.533899016787593,False,False,55697.16501839064
66.48157428931907,680.9569511713142,4,1.0,0,40.81644664817231,-74.03749638834284,11.824569017622617,True,False,199227.11367511156
257.2154893805648,145.86264114118927,7,3.0,1,-34.7827056800319,-58.18586029952347,66.88636415974416,False,False,80076.83798851124
233.55684276618933,108.43386370738814,4,1.0,0,-34.857743045523534,-58.277317187268395,1.0,False,False,3490.4653353623376
240.5704166186161,178.32743821576153,10,3.0,0,-34.79251273095015,-58.184379932560134,59.35588938006852,False,False,45598.71372607401
73.26917931474266,759.9371943050404,5,1.0,0,40.69382862738988,-74.02828027398182,8.588280100016348,True,False,171816.2643260201
82.33286948990197,866.7222341556399,6,1.0,0,40.70378927519683,-73.9782032349905,9.295954558707574,True,False,193888.07961508643
232.3789116179097,159.73246069075074,7,3.0,0,-34.80620724264868,-58.31388278045967,26.570162391749925,False,False,12060.43520514037
200.57899907526465,123.83608821499432,7,3.0,1,-34.81734514584195,-58.26495977879468,23.549607116366342,False,False,5300.816142898298
232.54543092047984,97.30287436556912,7,3.0,1,-34.67568863013402,-58.28914486672471,74.91742672270315,False,False,25161.2930395206
71.75923468734621,755.0516081990365,5,1.0,0,40.75482654952432,-73.90833662680461,2.2799078854399344,True,False,141640.69649498363
67.7814855158859,66.13509754754145,4,1.0,0,-34.775429373227674,-58.21082152811586,13.15851477697316,True,False,11886.968766838085
214.41191816693535,128.37818021799382,7,3.0,0,-34.805344267319825,-58.18663471884571,48.12671002805172,False,False,36277.628048768
66.86622720187736,714.4888288478503,4,1.0,0,40.683933189421246,-73.98390634933172,10.67288798099673,True,False,92456.6294439552
60.514239844810895,643.3371156358149,3,1.0,0,40.71247233034553,-73.9662596509404,13.553074288370624,True,False,168868.64121154466
69.2338385442804,724.052495677737,3,1.0,0,40.725322028019576,-73.94252399959478,13.479856805536771,True,False,197119.95742015177
68.9995752344126,713.8284899444336,9,1.0,0,40.73033192500645,-73.9493262539314,5.0258339112697845,True,False,216319.40160663676
71.28209942560201,70.14564090411386,5,1.0,0,-34.81197059596088,-58.28185360005285,10.802262901136876,True,False,91.0577515813398
226.31555316388605,127.80171004865896,6,2.0,1,-34.79446970346025,-58.19428176099218,35.44231423236188,False,False,54693.65381604563
204.4398598735608,102.2615077612823,8,3.0,1,-34.70558038263103,-58.229372661343184,10.161950746137496,False,False,3279.3518446509884
241.05567470334347,97.30603303477228,6,2.0,1,-34.82720863880714,-58.284290865014015,22.8922546413034,False,False,27941.157928027245
279.44083663479586,212.31390363850696,10,3.0,0,-34.754763800767826,-58.222570036900514,57.45865735150915,False,False,72448.61905117142
198.76928915576391,99.8523794088037,4,1.0,1,-34.792256077683696,-58.23191691126855,22.8922546413034,False,False,56162.60512569454
118.29154880489718,1056.839731954155,8,1.0,0,40.74566247275153,-73.96712471306539,7.855005170598075,False,True,487498.8501613321
63.30522365139867,673.0510283833647,5,1.0,0,40.73134497034493,-74.03008880382058,1.80628560249788,True,False,110965.21084617505
241.11641135234484,184.5783206697235,10,3.0,1,-34.79416180446299,-58.1873374382859,49.63732123436983,False,False,62696.849833108645
68.62138696182949,708.3535243079999,5,1.0,0,40.73219760055552,-73.9500483983619,6.70769479499405,True,False,144717.55767259654
212.9444677882026,94.2535865675228,6,2.0,1,-34.67757605872367,-58.300003990701406,21.749844512119296,False,False,239.8405776578715
249.95709841115044,139.37386134625172,10,3.0,0,-34.697717396674975,-58.23958946227128,34.84341246727936,False,False,38377.268033935004
249.5221133397534,149.16065901493386,9,3.0,0,-34.71018548110879,-58.24349967155139,49.932381425584374,False,False,41160.98913646091
77.9127142938711,810.6354030077517,5,1.0,0,40.81106408300713,-74.01484816766798,1.0202610872939906,True,False,349405.2931394109
221.93642830333775,109.99298417587262,10,3.0,1,-34.70702951440326,-58.24416730655813,37.34868645310206,False,False,34585.29743337163
